"","C3002","C3003","C3004","C3005","C3006","C3011","C3015","C3016","C3017","C3021","C3022","C3023","H4001","H4004","H4006","H4007","H4008","H4009","H4010","H4013","H4014","H4015","H4016","H4017","H4018","H4019","H4020","H4022","H4023","H4024","H4028","H4031","H4035","H4038","H4040","H4042","H4043","H4044","H4045","M2008","M2014","M2025","M2026","M2027","M2028","M2034","M2039","M2041","M2042","M2047","M2060","M2061","M2068","M2069","M2072","M2075","M2084","P6005","P6009","P6012","P6013","P6014","P6016","P6017","P6018","P6024","P6025","P6028"
"CTB-43E15.4",9,0,0,1,16,17,12,144,1,20,1,3,43,0,2,2,6,0,1,0,5,0,0,2,0,2,0,0,9,0,4,1,0,0,0,6,1,3,1,17,0,4,14,4,10,0,0,5,1,3,2,0,1,60,0,6,1,0,24,8,11,5,0,0,3,4,39,0
"CTB-61M7.2",6,0,0,0,57,0,22,211,0,18,1,0,123,0,41,1,0,0,0,0,1,4,0,15,0,13,0,0,1,0,0,1,13,0,0,33,0,3,1,99,0,1,141,0,0,0,0,3,0,0,0,0,2,38,0,0,1,0,5,33,10,2,1,0,2,5,18,8
"CTB-83J4.2",3,0,4,0,13,0,4,22,2,3,0,0,11,0,1,2,2,0,1,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,3,1,2,0,5,1,2,7,2,0,0,0,0,0,0,0,1,0,13,0,2,0,0,1,11,1,3,0,0,2,3,7,4
"CTHRC1",41,2,267,4,319,154,102,1830,50,236,29,42,1857,10,54,38,18,28,53,45,61,1,18,114,9,108,12,42,68,18,8,21,46,11,17,88,16,82,26,218,24,80,660,30,72,36,28,39,29,29,27,22,21,449,29,37,21,31,145,204,94,53,12,31,45,92,230,30
"CXCL1",1682,160,221,121,5279,626,11498,20593,782,21397,213,281,8729,556,31775,996,280,202,2838,604,947,23,256,8294,432,10488,788,503,391,133,846,289,7469,552,577,12228,400,2837,222,29872,146,676,9085,165,343,97,83,114,109,64,162,127,285,10070,284,190,175,93,8477,9672,9833,108,433,225,383,2277,4554,571
"CXCL10",1401,19,232,98,13482,359,6436,3988,879,4026,151,105,27886,35,1138,1120,216,82,390,63,1811,3,199,642,77,1118,96,151,275,138,128,13,2097,897,91,1335,239,1028,100,2124,94,1765,7516,84,195,196,69,267,45,68,236,352,227,3509,118,197,209,78,736,1112,2543,144,112,376,220,1876,1344,127
"CXCL11",668,19,54,296,4407,569,1183,2005,314,5540,40,26,4742,4,1782,333,42,13,87,27,413,0,33,260,7,696,38,26,46,24,49,3,1526,231,25,380,48,316,15,503,14,696,4202,25,49,40,12,72,8,10,22,66,57,1840,29,43,42,45,457,360,816,190,47,28,51,677,787,42
"CXCL17",0,4,0,3,32,4,90,24,2,210,1,1,0,1,1042,0,2,1,48,0,0,0,0,22,0,81,3,0,0,0,0,0,13,1,0,71,0,7,0,252,0,0,152,0,0,0,0,1,0,1,0,0,0,165,0,0,2,0,153,464,23,0,3,1,1,12,83,0
"CXCL2",408,44,89,66,836,177,2508,1973,449,2479,56,139,524,299,4171,340,127,79,590,134,207,12,268,2051,40,1325,179,92,127,52,306,57,1263,161,49,1123,66,581,61,5379,48,155,1289,37,103,48,19,43,32,25,53,51,226,1357,42,50,42,24,1056,1546,2752,17,130,58,152,483,543,95
"CXCL3",986,127,177,168,1615,341,3798,3266,836,5929,140,407,573,438,8614,474,175,112,1136,342,339,0,308,3633,57,3120,267,189,181,84,689,107,2290,272,162,2516,158,1554,56,8298,119,379,2800,83,162,82,40,111,53,70,80,121,298,2226,160,105,98,64,2797,3089,4034,17,205,149,424,1290,1418,182
"CXCL5",3138,52,20,56,5582,25,9990,14617,525,2711,19,72,30687,919,19352,787,112,8,414,22,158,0,4,2168,2,4697,209,36,242,2,26,104,58,39,15,1968,77,4115,20,7019,7,114,5254,65,39,35,12,13,1,10,158,22,56,4935,6,21,32,19,5748,2739,8681,37,256,23,114,301,8679,324
"CXCL6",89,14,22,7,598,118,272,6532,29,886,21,11,8585,47,351,89,54,28,221,47,119,1,23,323,70,643,85,71,63,11,26,61,54,100,97,907,74,307,29,1314,42,112,2210,57,99,28,28,22,27,18,62,28,36,2844,43,53,67,31,268,485,518,115,52,75,45,455,416,169
"CXCL9",3838,29,397,190,9352,732,15485,3987,1114,7322,646,214,115763,152,1506,4685,300,244,1740,228,5369,2,460,1338,63,4481,173,262,887,245,529,53,4311,1196,368,2736,390,5936,264,3857,157,5867,11972,683,786,644,208,3341,128,110,227,545,1207,6675,630,732,767,237,3502,2223,3339,767,180,828,643,7133,7229,664
"CXCR1",37,2,6,7,2523,28,748,5201,22,1231,2,1,1582,1,603,4,2,1,75,3,12,10,5,310,0,373,4,1,20,2,4,2,270,2,4,807,2,19,2,1495,6,9,1726,6,8,6,7,10,2,0,1,2,3,1292,3,2,4,0,281,451,487,5,15,8,17,170,209,33
"CXCR2",42,2,15,21,3238,57,958,7373,32,1709,10,8,1511,7,792,22,9,11,114,17,30,4,18,418,7,449,6,20,57,19,18,12,271,13,12,881,4,45,11,1904,20,22,2000,30,50,15,12,39,13,6,7,9,16,1808,19,11,15,16,421,679,682,30,18,20,36,176,285,47
"DCC",30,0,0,3,92,45,32,182,4,20,3,3,137,1,4,0,1,6,11,2,6,0,7,12,4,6,1,6,8,7,0,1,2,4,1,6,7,10,5,16,7,1,67,4,4,13,5,17,0,1,7,1,4,54,3,5,6,1,23,24,18,5,1,6,3,9,42,5
"DCSTAMP",26,0,3,5,16,0,3,4,2,46,2,4,39,0,85,6,8,3,18,1,20,0,1,17,0,12,1,0,1,0,1,4,19,1,1,68,14,24,3,120,1,72,72,0,7,0,1,0,1,1,2,2,17,37,0,1,1,1,24,29,3,0,1,4,13,15,48,1
"DEFA6",3303,75,8331,262,15572,7600,219,548,176,500,132,141,60,179,460,838,113,108,6588,88,129,20,465,122,76,209,185,132,275,128,392,80,644,157,33,99,116,1217,55,58,94,145,470,70,50,55,78,78,3,34,55,50,61,37,67,103,651,56,120,4721,449,57884,610,188,129,13293,2440,4448
"DEFB4A",45,0,0,0,640,1,81,47,50,1345,0,0,2,2,11718,2,0,0,68,1,14,0,2,172,0,3561,4,0,7,0,3,2,261,1,0,3105,0,138,1,4528,0,19,158,1,0,1,0,1,0,2,0,1,3,441,0,1,0,1,1034,107,286,1,8,1,2,208,759,4
"DLGAP1-AS5",48,0,4,2,100,23,0,1,1,24,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,3,0,0,0,0,2,1,1,0,0,1,0,2,0,0,1,4,11,0,1,0,0,0,0,1,0,0,0,4,1,1,0,1,0,3,2,0,2,0,0,4,7,0
"DMBT1",44191,1631,11438,2452,69928,38280,91862,14676,11722,5583,802,1365,2952,8246,80542,13546,2106,1748,49570,4103,5002,11,2319,9302,942,20444,2998,822,460,5044,6858,902,97577,562,288,42353,281,70053,2093,54304,1478,2697,52745,639,1130,1302,2012,3334,904,477,459,1446,2824,4686,2250,897,769,793,28105,30454,43177,12039,5552,502,372,31308,89547,12987
"DNAAF1",2,1,3,0,31,7,5,65,4,7,3,0,45,0,4,5,1,3,0,2,4,6,1,4,1,9,0,1,2,0,3,0,2,2,1,5,2,2,1,12,0,1,36,0,1,0,1,0,0,0,4,1,1,28,1,1,1,3,8,9,10,1,3,1,3,2,39,0
"DOC2B",18,5,39,8,161,66,124,131,29,229,12,5,58,12,747,22,35,21,40,15,43,0,13,80,7,155,13,23,25,11,13,13,491,3,20,388,13,53,22,293,21,36,160,18,25,22,13,31,5,10,19,18,16,190,11,9,9,9,129,164,109,14,4,24,27,46,91,20
"DUOX2",23507,2449,2174,4715,69304,11692,55774,11035,20915,93181,1138,8519,329,21547,236679,4466,2816,2141,49397,165,10443,24,1191,74465,6277,114400,28887,1351,11835,70,14759,7155,79841,1574,224,128500,5228,33266,813,94435,531,5062,47153,1068,3946,2230,1895,10105,732,840,387,1041,8232,38359,279,337,714,2420,95499,107616,67419,118,1943,594,4719,19431,86374,3382
"DUOXA2",3155,116,50,700,10957,600,9534,2773,2675,19881,68,276,31,1691,78176,552,140,77,6687,20,961,1,37,19253,195,15644,3208,24,306,7,849,148,10576,93,10,37375,146,4225,13,28952,9,600,10455,38,44,61,25,153,91,33,17,19,470,6584,15,18,64,33,17124,20661,11777,8,261,13,230,3364,15985,56
"EGFL6",11,16,14,3,169,46,39,860,3,83,4,19,6359,11,13,16,12,10,24,12,6,0,25,49,2,12,16,16,13,9,16,8,5,20,7,64,5,33,8,168,13,11,467,32,26,10,4,17,8,4,21,9,20,241,5,6,10,8,71,125,60,17,7,14,16,24,121,9
"EMR3",107,9,67,26,511,180,106,818,14,358,18,23,141,7,147,31,11,6,83,42,25,2,8,137,9,114,17,52,49,57,26,19,138,52,19,179,27,50,35,349,38,37,235,62,43,19,7,47,4,10,0,11,75,227,14,4,20,18,152,346,282,83,9,48,51,188,204,114
"ENKUR",177,20,7,47,309,11,197,96,130,567,22,38,7,131,1527,78,29,29,402,9,88,1,17,284,29,711,165,23,65,14,113,43,1450,41,10,1040,43,299,34,573,23,45,230,15,26,74,43,82,12,7,22,19,104,305,15,42,25,25,404,206,446,67,30,31,34,326,756,39
"EPGN",1,0,0,0,5,1,11,1,2,50,0,1,0,0,25,0,0,0,2,0,2,0,1,11,0,15,0,3,1,0,1,0,20,0,0,25,0,0,0,7,0,0,5,0,0,1,0,0,0,2,0,0,2,5,0,2,0,0,12,2,21,0,3,0,1,2,1,0
"FAM20A",100,4,98,11,347,97,372,1977,72,418,30,92,2082,30,37,69,109,39,71,31,137,0,39,90,8,96,16,71,114,42,14,70,28,23,38,244,67,123,32,254,29,121,651,55,111,52,18,69,33,27,28,25,57,423,78,19,19,16,162,424,151,45,10,72,92,158,383,37
"FAM25C",0,2,0,0,0,3,1,1,5,5,0,0,0,1,20,2,0,0,4,0,0,0,0,0,1,1,0,1,2,0,1,3,7,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,0,0,0,17,8,2
"FAM3B",56,10,11,19,48,14,266,20,27,478,19,8,56,70,463,21,23,7,187,15,36,1,43,63,10,497,11,5,27,19,57,31,1438,14,5,922,1,323,1,292,4,36,122,10,16,3,4,4,10,8,2,3,9,51,19,9,50,7,124,425,248,6943,48,23,22,1001,442,219
"FAM83A",189,11,21,19,218,25,142,167,18,118,4,11,5,10,1168,16,1,5,110,3,17,0,5,196,1,282,2,3,6,3,8,0,395,3,3,906,5,46,2,188,8,9,240,2,9,12,2,2,2,1,0,7,0,178,4,2,2,9,134,81,490,54,8,27,8,113,203,12
"FAM92B",45,2,6,0,61,37,14,127,9,70,7,21,274,0,7,7,5,5,27,4,21,0,0,65,0,9,3,0,4,16,4,1,3,3,7,24,19,22,4,79,5,20,83,5,21,29,5,6,7,11,9,14,1,207,9,14,9,4,134,49,75,5,1,20,18,33,38,10
"FCAR",1,1,7,1,308,4,94,892,1,92,0,1,404,1,149,2,0,0,9,1,1,0,3,65,1,64,2,1,5,1,4,2,65,1,0,159,1,20,1,385,0,11,645,1,0,0,0,0,0,0,0,0,2,144,1,0,0,0,22,100,52,1,1,3,1,21,36,19
"FCGR1A",207,8,49,24,354,209,360,871,97,563,44,74,4011,24,236,139,111,43,74,12,206,18,66,164,21,100,25,64,14,60,15,21,99,14,23,233,46,285,38,513,33,253,621,30,75,63,43,72,35,25,55,33,94,359,42,39,75,33,265,303,202,21,21,80,80,275,250,28
"FCGR1B",27,3,6,4,87,26,122,292,23,97,5,7,623,5,59,23,14,3,4,3,22,1,12,28,1,16,4,9,3,5,6,2,27,9,3,37,9,37,10,86,8,45,161,2,11,7,0,15,11,4,6,7,17,79,13,7,8,0,42,49,48,4,1,21,7,51,51,9
"FCGR1C",7,0,2,0,15,12,48,52,3,40,2,2,144,1,17,0,3,4,10,1,7,0,3,7,0,2,0,0,1,1,2,0,9,2,2,3,2,11,1,11,2,19,37,4,2,0,2,9,0,0,8,2,3,29,2,1,0,5,7,18,11,0,2,8,4,14,15,2
"FCGR3A",1776,57,771,168,2659,2554,2158,4626,698,6011,294,346,18895,165,788,1320,256,340,1120,144,1113,10,441,1030,193,849,322,335,147,528,230,119,1376,159,199,1844,258,2359,167,2618,381,1827,6337,432,465,341,141,912,202,233,283,138,194,2430,411,283,507,149,2698,1384,2510,451,136,1209,348,2059,2277,287
"FCGR3B",137,9,18,18,4516,89,1903,14766,33,2894,8,8,6819,6,2255,33,13,11,216,6,38,55,2,917,6,939,25,5,63,3,24,25,642,18,5,1812,8,88,5,5202,15,29,4172,8,22,14,13,10,7,5,2,5,29,3302,7,11,15,2,984,1073,1230,8,44,7,50,603,505,137
"FCN1",186,12,475,2,1046,270,432,3672,42,286,36,11,2132,2,162,147,30,31,250,11,275,20,29,224,6,118,15,32,35,30,23,22,308,17,25,853,7,472,14,580,24,323,2274,16,70,30,7,54,12,13,12,12,41,732,33,17,26,19,318,455,355,8,15,128,85,234,342,59
"FCN3",44,2,7,3,103,50,93,470,5,247,1,5,180,1,100,2,7,2,21,1,7,0,2,90,1,10,2,5,8,4,0,5,10,1,3,92,2,45,2,238,9,14,475,10,11,3,1,9,2,4,5,2,3,172,7,1,3,3,303,123,80,7,2,17,14,53,96,16
"FFAR2",200,64,62,76,2078,88,956,4150,51,890,15,43,3078,51,1207,59,65,34,147,50,53,41,45,529,43,171,62,97,88,23,55,70,263,91,73,553,76,120,39,999,58,74,948,32,71,28,14,35,42,39,64,35,62,695,58,68,51,45,387,431,514,175,41,93,62,287,174,134
"FFAR3",4,0,1,0,35,0,15,54,2,4,1,1,81,0,25,0,1,1,3,0,1,0,0,8,0,6,0,1,2,0,0,6,6,1,0,3,0,1,0,21,1,3,26,1,1,0,0,0,1,0,0,0,0,16,0,4,1,0,2,27,5,4,0,2,4,11,4,0
"FGA",7,0,0,3,0,0,25,0,58,1,2,1,0,8,21,0,0,2,2,1,5,0,2,4,0,7,5,3,0,0,3,2,3,0,1,6,0,4,2,12,2,1,1,1,1,0,2,1,0,0,2,2,5,9,2,2,1,2,6,0,14,0,3,0,0,0,3,0
"FGR",305,43,254,50,1960,354,1226,3182,233,1282,73,138,4134,55,639,218,230,126,267,153,423,37,90,456,43,732,108,259,832,122,85,329,352,105,104,874,146,360,125,948,166,535,1798,204,449,151,83,372,60,67,95,62,199,1445,110,82,81,81,695,1327,819,286,48,200,330,929,1230,178
"FMO2",31,4,1,0,68,200,10,56,2,38,10,4,612,1,8,13,3,2,8,6,14,0,3,6,1,0,3,19,25,6,5,2,7,0,2,1,15,18,7,13,2,6,56,5,7,6,5,0,0,8,3,8,6,59,8,0,5,0,34,29,46,9,7,11,1,20,71,16
"FMO3",99,1,13,5,91,80,37,99,8,113,13,14,195,1,20,1,11,3,21,1,32,0,3,23,0,8,2,2,7,8,1,1,3,0,5,15,8,14,4,42,6,18,206,3,6,2,2,4,5,3,3,9,6,113,6,3,7,0,69,77,54,15,1,12,2,43,190,0
"FOSL1",36,9,93,191,186,42,227,410,17,324,2,50,90,9,369,5,96,5,15,1,12,0,16,84,67,89,2,16,36,4,4,6,78,7,16,335,4,13,6,259,3,11,348,4,4,2,3,10,2,4,6,1,5,177,2,3,4,2,138,304,35,6,13,7,38,11,65,5
"FPR1",145,10,113,22,4743,197,1862,10761,143,2132,13,47,6970,17,1548,86,28,42,161,39,181,162,29,696,15,919,41,52,264,33,23,31,527,66,7,1343,21,209,34,3385,29,102,4122,40,86,39,24,92,21,9,12,18,46,2246,35,13,36,24,628,1051,1215,61,49,85,71,589,822,138
"FPR2",41,1,20,4,3515,37,798,5405,25,779,2,11,4196,11,586,15,8,3,73,15,50,24,3,258,5,368,3,3,28,7,9,7,258,10,1,826,1,75,1,1193,11,9,1412,2,2,4,1,4,0,3,1,3,18,977,10,6,7,2,280,385,510,16,23,8,14,140,326,63
"GAL",12,2,4,1,31,22,37,25,11,99,1,5,53,0,74,5,5,2,9,18,7,0,1,34,1,81,12,5,0,5,0,0,10,1,3,37,0,7,2,60,0,6,95,1,5,3,0,1,5,2,3,7,6,29,2,1,10,9,24,75,19,0,12,11,9,13,18,3
"GBP1",8069,1141,1040,1362,14989,1521,10400,13785,2980,14520,974,1016,47474,1232,10919,3468,1038,740,2955,750,4462,21,961,5154,1260,6175,1335,1224,1838,1262,1512,1258,7488,2201,822,7329,935,5434,787,7955,964,4800,16971,1008,1496,1437,598,2005,368,590,814,963,1287,9213,1149,900,978,916,7181,4934,8782,1331,831,1555,1722,5769,7335,1410
"GBP1P1",201,10,36,10,374,84,321,401,38,683,44,48,1619,21,206,98,36,46,59,38,163,3,29,80,10,86,13,38,16,56,22,8,84,23,14,130,41,231,44,285,36,102,428,39,36,58,31,46,16,39,65,47,51,351,42,31,61,14,160,139,237,45,15,54,32,210,171,71
"GBP5",3141,55,229,168,6810,676,2796,10490,648,7725,442,266,23896,105,1192,1040,239,301,790,230,1772,39,193,973,79,1666,114,381,805,415,345,290,950,428,258,1684,402,2045,242,3348,224,1869,6567,517,698,454,233,1071,97,215,240,228,248,4029,533,432,376,140,1823,1669,3850,1005,130,653,548,2816,3329,516
"GLT1D1",10,11,2,2,190,14,144,728,7,134,6,10,424,3,80,5,7,1,9,2,7,5,2,52,2,36,1,2,8,3,6,7,40,5,2,89,6,12,5,220,7,9,316,5,10,1,17,26,2,6,25,5,3,174,6,5,2,2,53,77,45,1,2,4,9,39,45,6
"GLYATL1",23,3,6,37,54,8,69,27,21,264,7,9,3,6,361,20,15,14,72,12,3,0,16,37,3,70,6,11,8,18,13,3,60,6,13,266,4,42,7,255,12,10,53,7,12,4,5,22,6,7,11,8,7,68,10,9,13,2,217,154,186,13,8,18,18,39,58,15
"GPR110",220,178,72,86,1180,88,745,171,878,647,40,339,23,395,4046,87,132,206,661,15,163,10,144,175,419,1779,1272,82,183,20,293,291,1919,49,32,2060,322,238,131,1630,28,76,931,150,155,360,109,120,87,148,60,86,273,394,33,113,161,60,834,864,469,14,64,30,152,387,1477,83
"GPR84",33,5,10,0,388,21,138,743,27,47,7,21,932,0,66,28,15,11,10,0,17,11,9,46,3,49,4,3,16,15,3,7,66,2,5,110,5,33,10,167,18,52,544,10,38,17,5,29,2,12,23,6,18,220,5,14,14,2,37,66,107,9,3,24,30,42,93,29
"GPR97",137,13,75,17,799,116,436,1126,23,567,18,13,859,21,235,24,15,16,56,38,22,23,9,237,10,94,12,37,57,35,21,19,156,79,19,316,37,54,30,690,37,72,986,44,53,9,3,78,15,18,27,17,34,543,16,6,11,33,172,531,222,143,35,32,41,164,132,82
"GRHL3",69,22,14,37,90,16,147,44,24,331,6,16,14,9,506,15,11,11,106,6,10,0,16,177,6,449,18,23,26,8,13,9,646,13,16,461,18,67,12,396,14,35,74,5,22,19,13,6,9,8,11,6,12,109,12,10,14,18,141,204,311,30,16,38,21,79,158,19
"GSDMC",3,0,13,2,83,17,33,187,0,60,0,0,66,0,16,4,6,2,17,1,4,0,0,4,0,17,1,4,1,1,0,1,3,1,2,8,0,0,4,16,3,3,48,5,1,1,0,3,0,0,0,0,2,37,2,0,3,0,40,24,19,4,0,0,0,5,20,3
"GZMB",290,40,24,23,540,285,825,1761,129,1827,27,54,1781,62,516,85,30,36,125,29,158,0,53,314,55,175,40,73,157,16,46,26,161,24,27,522,45,132,35,653,30,197,421,18,117,27,31,52,37,17,25,16,53,458,43,31,25,45,343,364,363,87,25,18,41,241,462,32
"HAPLN3",398,8,65,42,1028,175,958,1982,195,1337,39,66,4014,25,499,216,129,75,126,69,299,0,68,376,28,280,36,152,319,58,42,131,247,72,71,657,53,354,91,758,40,399,1474,89,247,120,18,159,46,19,43,36,60,1177,70,40,63,39,402,856,505,130,30,85,180,563,910,67
"HBD",1,0,4,0,33,9,8,51,2,45,5,10,8,0,4,4,2,4,16,0,4,0,0,12,0,5,3,5,4,1,1,0,1,1,1,4,0,0,4,45,8,4,21,2,5,6,0,6,3,1,4,1,3,92,3,6,1,8,153,46,41,5,1,8,7,8,10,5
"HCAR2",101,3,27,4,2108,19,615,3890,19,845,3,5,2275,2,409,21,19,8,11,7,24,66,6,356,1,110,11,6,6,5,24,23,271,10,2,231,3,32,1,725,4,39,1107,14,13,3,3,11,2,3,3,4,83,374,3,5,16,2,226,286,198,27,4,8,14,83,71,156
"HCAR3",71,4,17,5,4241,13,1077,6836,17,1234,7,3,4418,6,1299,15,2,1,20,6,31,159,3,728,0,199,46,7,5,11,77,29,425,22,3,478,3,57,3,1384,6,29,2047,0,9,6,5,3,0,4,4,4,191,624,1,3,5,13,319,492,588,10,16,13,8,135,99,360
"HEPHL1",1,1,1,5,24,0,7,13,3,31,0,2,0,1,65,2,2,4,1,1,3,0,3,8,0,133,0,0,1,2,0,2,10,1,1,19,2,3,0,25,1,1,14,1,3,0,2,1,0,0,0,2,3,58,0,1,2,0,15,14,14,0,0,0,0,5,0,1
"HK3",294,22,117,26,395,244,383,766,53,658,48,70,2250,23,203,78,82,49,103,62,181,2,46,207,25,84,23,76,72,96,34,35,144,42,76,512,66,305,60,728,70,372,1307,72,104,68,17,84,33,32,67,16,51,417,72,45,60,17,351,392,289,63,26,65,73,274,390,83
"HLA-DPA3",5,1,4,0,17,4,17,38,3,4,0,4,203,0,29,1,3,4,3,0,9,0,2,18,1,20,2,13,11,3,0,1,12,3,2,6,3,8,2,21,0,30,27,1,0,4,2,5,2,0,0,0,9,38,1,0,1,3,17,7,11,7,0,1,0,18,23,1
"HSD11B1",187,9,32,28,252,66,559,1367,90,191,51,163,1974,14,73,141,159,10,53,27,172,5,10,97,3,99,8,32,65,19,19,32,69,13,14,131,40,266,16,183,80,143,490,54,70,35,26,61,34,60,73,35,83,372,40,26,33,13,171,294,109,12,7,36,113,149,219,41
"HSPB3",1,9,4,5,4,24,4,1,5,0,4,18,10,20,1,4,8,33,0,280,3,0,134,3,1,0,2,4,11,158,7,19,0,19,26,1,1,1,13,0,7,0,4,4,5,6,4,63,5,37,71,0,16,6,3,4,6,17,0,4,0,0,0,0,5,2,0,5
"IDO1",10970,33,145,178,16132,778,4455,10990,1272,36970,162,111,31484,33,10571,1057,209,179,1207,197,2627,13,178,1478,30,4984,109,298,643,193,178,138,4938,478,165,2859,121,3772,136,8057,139,3743,18829,208,725,264,123,799,76,87,191,151,260,8922,245,190,196,108,3921,886,5430,914,275,354,456,2761,6584,321
"IFNG",67,2,12,1,436,23,60,399,23,299,8,2,504,5,164,15,0,2,26,0,15,0,2,23,1,43,1,0,5,2,4,2,41,5,3,54,3,55,0,100,6,23,271,10,7,6,2,18,2,1,5,8,3,105,9,5,9,3,77,30,113,12,1,0,7,77,52,2
"IGHG1",19540,2735,26993,2120,269623,187006,19888,327035,20476,255277,23689,18266,484845,1833,31770,8760,3745,4613,116460,8184,41628,35,2615,159614,376,50689,4252,13175,37766,5791,2654,14626,2972,6105,13086,174432,10788,35622,5702,157282,13002,55045,261323,43542,45141,12380,8791,90665,40995,2084,17941,7543,28043,1055857,18943,15231,18415,5306,252336,237438,243602,33293,5903,21255,31850,248301,347745,15198
"IGHG3",2739,309,964,151,62747,22622,2305,94944,915,11996,755,1083,41381,109,6129,701,247,212,12598,193,2916,10,137,3990,71,1707,395,519,3546,467,340,2047,1716,279,546,27833,1944,1042,445,27232,474,2986,35209,3499,3636,632,274,2109,1518,203,832,188,3205,39676,888,391,1298,688,46056,65833,50084,2624,1278,877,1125,9451,17915,589
"IGHGP",84,21,93,40,1436,3638,530,9221,32,7628,239,620,213,76,913,113,139,41,762,8,312,8,57,676,6,392,112,63,1101,26,33,217,135,141,74,2082,174,39,83,4415,9,24,1483,152,223,188,38,513,397,22,83,25,399,7347,223,18,147,85,3425,4085,842,145,38,297,186,136,2100,66
"IGHV1-24",170,69,364,83,6437,940,660,6230,603,12550,660,1574,3230,49,581,332,321,241,1747,385,367,1,71,7801,42,1821,87,348,379,216,468,341,390,95,651,2473,1167,592,398,5403,559,763,11612,1196,827,382,308,725,961,458,1091,523,348,19863,275,495,516,206,20603,7712,10240,346,274,795,947,6387,3809,313
"IGHV3OR16-13",3053,11,32,60,1344,1578,198,9338,96,1679,909,2467,3160,23,38,390,105,710,1059,47,774,0,21,248,15,237,19,71,50,135,36,13,6,27,93,432,567,184,82,2359,385,95,2574,534,1153,236,83,734,271,139,155,90,64,2477,169,209,193,33,3131,663,1417,25,15,668,84,1243,610,75
"IGHV3OR16-6",347,1,7,4,143,156,17,240,10,103,77,91,136,0,2,26,9,16,36,5,70,0,3,34,1,27,0,8,7,12,5,2,6,1,8,24,35,15,4,243,28,7,474,46,80,15,11,55,10,18,7,7,4,412,8,23,12,4,166,161,91,4,1,16,21,80,110,12
"IGKV2-18",7,0,1,0,4,2,9,20,3,24,3,112,10,0,0,4,2,0,7,6,2,0,4,13,0,20,0,6,8,6,2,2,0,0,2,3,6,0,2,78,1,7,11,11,2,2,1,5,1,0,2,2,4,25,0,3,6,0,2,114,2,1,1,0,5,24,11,0
"IGLV5-37",185,4,1,11,161,110,98,237,92,294,329,1964,5891,60,1961,788,220,324,34,370,2021,0,34,243,25,181,117,41,124,126,20,10,4,14,63,469,309,288,179,2267,30,90,195,132,54,442,259,262,3,75,2,3,82,610,177,58,108,89,92,476,132,75,4,70,315,544,72,106
"IL11",14,2,10,4,1114,4,3,6175,4,148,6,7,206,6,8,5,4,7,4,5,12,1,3,55,2,17,1,1,4,8,2,3,2,5,5,14,3,1,3,140,8,3,1194,7,3,7,0,3,2,1,5,3,2,1407,3,4,6,1,25,16,7,1,2,1,5,49,30,2
"IL13",0,0,3,0,3,2,4,20,2,4,0,0,23,0,3,0,0,0,0,1,1,0,1,8,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,11,0,3,20,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,7,79,0,0,0,1,1,1,9,0
"IL13RA2",8,9,208,72,812,15,268,1421,63,956,13,56,186,11,88,13,52,15,57,12,16,0,10,235,10,135,9,13,25,12,18,1,24,12,12,222,10,30,5,312,17,29,303,39,18,20,10,20,5,15,25,3,35,1587,10,18,21,5,314,1524,96,14,7,33,53,114,442,12
"IL17A",14,0,11,0,120,34,118,535,5,349,2,1,72,4,341,4,1,1,60,0,8,0,8,77,0,143,6,0,3,6,1,0,41,3,2,149,2,43,0,329,3,14,38,5,25,2,2,2,0,0,4,2,9,115,0,1,0,13,139,47,167,17,2,1,2,53,44,9
"IL17C",0,0,0,0,7,0,9,1,0,11,0,1,3,0,120,0,0,0,1,1,3,0,1,9,1,11,0,0,2,0,0,2,7,0,0,68,0,1,0,26,0,1,18,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,5,3,3,0,0,0,2,7,17,2
"IL17F",4,0,2,0,12,5,14,406,9,11,0,5,32,0,91,3,0,2,10,0,0,0,0,10,0,25,0,0,3,0,3,1,16,0,0,11,0,1,0,14,0,1,6,0,3,0,0,5,0,0,0,1,0,28,1,0,0,0,2,9,19,1,0,0,1,9,11,0
"IL19",24,9,0,5,5,4,123,57,28,172,1,23,24,11,636,15,18,4,65,2,12,0,3,88,18,157,10,4,24,2,8,8,138,7,11,135,17,72,9,279,6,17,6,5,8,5,6,7,2,2,9,2,7,16,2,4,4,1,125,9,149,3,8,34,41,70,87,3
"IL1A",74,12,13,45,1265,4,157,3790,24,475,5,32,177,5,634,27,10,23,16,0,28,4,10,149,3,231,37,4,151,6,21,67,290,32,26,358,4,36,10,626,8,25,916,25,34,18,10,28,2,7,3,4,12,305,12,6,6,49,74,178,116,12,8,28,64,48,242,53
"IL1B",804,176,326,1529,37577,251,5100,79783,689,2016,73,483,8433,653,5352,586,323,188,501,116,354,188,174,2690,233,2194,394,146,1368,94,333,362,4734,285,251,3566,87,285,89,5200,149,456,16459,223,333,147,132,362,49,89,131,110,539,5248,123,210,126,296,900,2861,3064,162,212,271,682,1072,2097,1306
