"","C3002","C3003","C3004","C3005","C3006","C3011","C3015","C3016","C3017","C3022","C3023","H4001","H4004","H4006","H4007","H4008","H4009","H4010","H4013","H4014","H4016","H4017","H4018","H4019","H4022","H4023","H4039","H4040","H4042","H4043","H4044","H4045","M2008","M2025","M2027","M2028","M2034","M2039","M2041","M2042","M2047","M2061","M2075","M2084","P6005","P6009","P6012"
"_C18n_QI2086",151645,232912,535854,326554,726557,16096,3359682,1087690,392775,2268,23638,7589,14598,4234,38107,10853,2171,211406,20571,45901,13520,5282,189,624558,936,7543,2028,607087,6356,49328,2209,3666,10985,10944,51071,29035,69455,427190,4489,5664,17380,4590,24218,8318,1978,3818,10888
"_C18n_QI1724",3569,9009,14040,4694,7193,779573,37618,10385,6824,25142,3485,65181,9129,243772,3828,5483,16869,11201,1958,35025,1417,6187,246384,39181,5889,2425,92486,12916,11717,2691,1408,4685,39538,4413,5354,3283,250164,66293,3284,3296,20152,4507,6652,14506,4143,18479,545783
"_C18n_QI1088",568,751,3740,714,1033,2400,1363,2091,373,6538,2416,32,1585,909,793,1171,2266,227,911,1870,429,39,226,917,2369,400,126,30,965,2083,805,1648,13335,7566,48281,15663,641,548,101561,966,43473,530,28727,22935,1498,463,2755
"_C18n_QI1018",59787,12930,6905,6690,20647,79721,7931,16141,9186,2734,5821,296,23739,830,44,347,815,18778,1030,708,963,154,1827,7011,128,2486,2449,20343,2153,341,3202,429,4213,1144,1231,2119,3446,8308,4903,487,1640,600,1163,4456,10571,20,3904
"_C18n_QI2167",11616,12033,72067,13648,15439,20670,12043,18353,9353,196850,18236,4251,7378,1205,17841,11140,3406,8320,251519,13105,34657,536,4346,18551,11608,5420,1157,11619,26493,314742,65418,102540,2829,177345,83125,7509,1101,73934,11626,58919,608872,13970,43289,657005,921767,70109,12742
"_C18n_QI2021",84471,14923,13811,4525,19238,3187,549499,15119,338616,22532,5140,14604,377115,39559,105250,72725,5634,124170,42025,170825,143201,6191,7342453,19775,2372,1085523,73503,36094,40601,307959,284079,33651,1050,166513,78246,59150,129579,3522663,6549,103213,5318,39113,308880,11405,209812,9522,1474
"_C18n_QI838",227,1075,253,810,1040,100,787,658,260,4041,99,13,1126,280,232,2529,1406,709,1437,919,84,2026,505,428,134,404,4263,467,685,652,326,123,153,1196,7364,2447,1072,384,12793,797,16703,1360,3677,1048,138,490,172
"_C18n_QI743",15871,16464,5867,11436,18846,273,9248,14723,15972,3450,887,188,479,2960,2144,373,94,32408,876,222,1081,1173,329,8681,123,1334,2940,23727,801,1087,893,321,35005,68,285,205,789,13178,21,290,1239,120,414,866,2337,790,673
"_C18n_QI2075",68,4002,5611,7618,2622,143,44398,205,1069,84326,547,5301,3168,979,15199,172773,7974,21645,51261,9135,32312,2670,653,2815,12206,17958,95,4954,6716,10558,7850,8250,1092,131537,9056,20052,132,2329,12013,17598,167890,25014,2862,146489,73066,24092,2394
"_C18n_QI2103",385826,9111,11390385,14438,18085,9240333,241416,53946,3125604,5459,142337,719263,1006813,1433042,1054731,759115,101494,203529,172488,153913,757684,14525485,1336419,7920,221989,73362,865085,1109866,129516,2370518,103394,375301,404963,52752,334743,1218637,2010997,48510,490700,9369,44574,1990,487415,123307,111980,399417,20109551
"_C18n_QI5883",26606,62215,45372,299776,146015,19349,693288,511126,58897,1231441,112473,206639,226060,748919,69844,38070,133043,40165,71725,189018,47265,44644,40362,78306,45263,34272,136571,110006,42971,70847,30521,40400,27935,284239,188295,215015,175017,40725,251900,665689,2275167,3329604,101629,1431300,58271,72228,58643
"_C18n_QI11594",785872,213371,978268,331139,818357,581038,488359,261035,107073,115330,10504261,641515,2582283,517787,756796,476634,622340,1350537,2949178,2098058,4488394,286571,334431,266370,2950360,18797277,129467,1667239,511327,2077539,380843,756562,265396,572467,132070,5688074,541340,15192,6473765,182405,354650,344338,2513854,5057846,1585607,278831,930446
"_C18n_QI11343",189897827,1466080,1605507,544589,2809513,151450,492406,112407,1461014,41386,35911,195336,271078,50849,146811,61371,168305,1510862,63992,62999,91733,156812,101817,230327,111799,74805,23890,8384337,106034,131556,32881,40634,27128,156377,55648,156197,293787,1157087,88690,50155,56468,23636,109751,33966,36012,92687,142705
"_C18n_QI7032",1105251,110441,18586217,8823,17585,13492153,157820,746954,5508334,56443,287433,318375,1177752,187793,1440300,638744,18603,9579,3009,1297,953976,16697916,1979086,13352,14966,50754,31988,1370320,6874,3013104,19449,152122,1192879,200040,82432,2144732,621706,11656,3046513,40512,238243,72622,314705,19458,23282,5465837,8436893
"_C18n_QI11905",11967,36419,86371,31987,575076,6956204,69217,13145,315627,1594,58607,31737,33336,397375,153022,70105,35553,23824,18743,34582,180922,3279,125938,63140,37030,56864,96170,221193,117882,601105,70231,286292,2065,18549,161305,56756,60658,38095,65052,31153,8698,25211,39900,26250,277493,19167,3863011
"_C18n_QI10863",452638,517544,291607,50357,129480,5774,52868,31805,21131,8434,88686,19435,285,15869,13793,2376,20294,109326,17825,5271,868,1941,33538,103381,57815,5869,20501,276736,7190,12392,6628,20003,3469,12530,6369,11331,10076,15228,34255,2114,26526,1146,13361,4081,9390,7967,41
"_C18n_QI11437",174897,1111744,587286,181895,594607,55879,88553,98061,226996,135336,13626,180739,366258,25216,98719,20194,59787,613802,74937,62523,113018,22545,137675,213797,34945,114933,8249,565458,104627,23514,23890,28633,814,13784,65626,24323,231082,308509,78343,37207,66759,38814,58561,116496,30804,122292,45058
"_C18n_QI10859",781430,2195159,1271761,242205,942945,6491,245963,157706,319888,9732,2565,49752,660496,182,6762,598,2709,394452,4348,2320,1532,55514,1892,339105,19734,1034,9869,960986,25798,33123,1091,10167,2315,91296,64711,27727,3789,469372,13179,36441,9336,71038,17446,42052,827,53302,320
"_C18n_QI11349",410312,446350,400768,54906,264435,21547,87427,43272,168340,2104,4227,5377,4434,73654,10263,9691,28671,133673,9278,9919,27327,9767,14758,104051,16958,40575,19159,215421,14185,8371,3592,3756,187,416,20818,12749,122725,121305,16320,3096,1018,1087,5477,2378,6155,4699,89952
"_C18n_QI10595",5850,8445,9021,19172,7180,872,26656,94902,28072,13493,12718,161076,73924,15278,9138,166777,1183926,75875,158261,291554,154372,78010,202902,91313,19440,155028,39053,8849,143430,6456,64442,115030,3879,576708,53782,30385,86940,16351,163863,89349,115327,50621,122985,872,4262,152736,5008
"_C18n_QI11092",137474,16391,33221,61918,90748,1208521,24417,68742,15296,119856,29843,240844,78796,1421246,388038,4092,4592,23305,22022,80410,34629,60648,34990,645400,116676,63931,1017603,32441,106607,70805,26901,27819,2170,25861,36805,25375,76626,26225,18629,37365,3236,51588,93862,161783,150835,38398,370793
"_C18n_QI11355",1825441,336172,865245,1194216,2126137,6373054,705361,937492,439965,427189,347296,8217986,1791083,36422825,5299769,274004,282115,461603,219855,172211,562228,933700,1084872,12841377,338823,1790160,16593281,622482,2423759,1009851,559915,660466,167787,341090,649683,208389,1007984,597817,514343,631698,50421,322200,1792147,1126388,3107588,859386,5617035
"_C18n_QI10723",7520,67060,53004,66142,87463,1873871,10615,103511,3558,1753416,294235,34451,47295,214,33774,9025,12289,4459,14538,249800,57978,8269,10732,17132,862430,81306,2320,11247,12794,44528,33380,33756,911,534267,8261,124046,99104,56789,105264,64930,47800,784404,57993,1407712,292732,13300,120052
"_C18n_QI11932",3209,27596,32753,44066,57831,912817,5404,54156,73018,1316904,162928,196,16652,8087,15342,4077,9082,54508,16108,14066,61240,30416,9847,11973,642596,115750,21775,37908,55683,35393,29740,12382,431,198041,50772,79579,189865,41632,75713,43830,30967,427118,40755,1037154,202954,48655,118059
"_C18n_QI4278",14627,46290,25747,186238,49814,27190,91162,1355086,37969,4533189,48957,30407,28432,78014,38632,417466,410083,70217,213991,347496,48036,89046,24550,408772,40329,89399,32111,13955,49170,523614,149697,60922,317115,599537,55668,63994,25110,44720,58519,515594,216158,1002336,121945,77477,29404,47973,24253
"_C18n_QI10456",125180,67361486,11009643,9104214,14202160,35452,3471650,5546620,17625681,18366,7766,15237,23102,11406,28347,45854,46623,15498944,9441,95554,10141,87353,1407,9977870,78635,9970,4838,37571941,50460,58216,1919,25846,746417,4123,56496,46329,21410,11924391,59294,417785,9072,10967,71073,12963,89068,9857,11867
"_C18n_QI10504",547030,128939553,42814654,28338072,68610328,12550,24616041,26972497,59186528,164436,13297,42174,9283,10390,35323,10854,53382,89145664,19290,17870,11007,33167,16344,33868150,35580,64223,20850,151775427,82475,304739,10881,8463,1820802,36779,10567,20574,12056,49265868,902,26044,79745,6899,13576,8485,241232,38234,10087
"_C18n_QI10991",165226,22098271,4863534,3127312,6329849,468,1445960,2908095,6546682,46712,10536,32769,387056,166475,115614,282627,40452,11708305,138398,394080,29516,52030,102158,3981154,51742,193421,20828,21167491,15578,24445,106552,179333,90108,45185,29200,163086,57998,4009062,30044,42503,25113,2427,101251,36830,45162,305099,23902
"_C18n_QI12014",584665,89527,627406,756561,3150888,369275,204307,520488,277543,2436,10874,851901,475216,5981936,822560,105879,26533,1936009,170330,296372,172532,196796,394344,577830,14758,245173,1630737,2111556,143823,394569,97299,375436,3143,45313,577768,21411,939665,556948,338703,174924,8084,31177,449302,719985,1225648,292354,7627537
"_C18n_QI12013",6638201,1764931,5585973,8552280,33190230,3655038,2412032,6810688,2842850,154227,297918,8365413,4337011,65578177,7655831,1236866,364454,1118002,2784279,1477813,2108865,1714147,4396077,8935441,203971,2436245,13510679,3272,1670496,4885818,1097018,3823006,835101,766558,8644807,548409,11391062,8629492,4005581,2220240,762430,559584,4214754,6745301,13141791,2841136,104038124
"_C18n_QI7801",26893,101526,9349,25702,11260,29282,26720,59853,1548,314,26999,295866,92717,1835727,125170,16042,12427,35590,13467,400,14341,77488,149574,379652,14817,112885,434413,133327,91534,35586,93100,8465,4630,111,71501,10345,63710,40611,2607,10248,1050,5659,21309,16732,80564,48046,528215
"_C18n_QI6008",744256,76999,90104,37274,168650,2696568,37399,35451,1394328,19140,320991,169474,27860,1021326,81761,9053,11053,51120,12737,9413,37318,60143,72203,326988,12209,50557,307735,99039,116851,30998,67455,32791,75765,11727,55035,16915,562043,256551,574376,10219,12835,13588,39987,72103,221031,68297,247756
"_C18n_QI8218",174092,21795,23914,9507,45555,350364,7677,6922,58076,3965,77257,25751,3892,177843,20532,473,857,8715,3162,1359,8779,8976,19207,54336,2850,11839,110638,24875,28323,28236,13644,5951,41311,737,16130,1263,159643,80858,53543,1513,3495,1674,6952,23648,67097,11965,76341
"_C18n_QI9998",214058,257453,121511,135636,190625,130055,438073,309973,120659,31715,202334,995191,187855,18495486,1516598,76877,248644,94744,107323,20259,170898,62362,137186,3413884,249760,69203,2296761,105751,335028,278070,83387,100938,1481037,59680,159990,79441,60420,362762,84897,70139,1273,260661,64590,159155,324530,261852,1578777
"_C18n_QI12408",4479418,926016,314003,207458,141805,129690,2104974,865378,712410,86908,4113909,365252,123963,993679,829972,962623,7819816,402822,945604,679600,17887511,2542540,20810021,1781572,1474060,302457,3828001,189852,1048298,994076,1257878,433798,3122157,1114819,1084169,241095,1135010,956300,340501,2051641,39955,572712,315645,54790,905227,453231,62118
"_C18n_QI13118",313534,59857,26784,6108,7132,517,151117,29865,46213,1234,282369,17353,520,60647,56071,43923,553676,24717,97819,45524,1076690,83579,1737637,81547,131641,25353,193919,57534,58871,32712,83099,31076,256720,82485,86199,13042,60569,58250,7830,120123,460,27426,11018,15537,63822,29383,11573
"_C18n_QI7829",58858,93831,24221,200258,51075,28123,50952,174423,64916,22724,23699,7059,1496,12734,17195,11542,7651,40462,4389,5649,17627,30141,9973,147255,12465,10191,201244,38610,6336,43418,12362,3689,118683,3649,67740,4170,30135,30372,7799,11572,12006,19844,10141,17060,15621,2199,17041
"_C18n_QI12409",1709582,527682,61954,67929,33814,139803,766356,522202,325897,58600,2376508,65311,75210,317936,308996,311432,1649603,159370,990542,186317,5942977,1221026,14020023,1036985,364722,235902,3136284,87031,865305,684851,662919,133024,3555589,1184163,570258,92716,1346660,728831,119037,1389821,96018,367694,162388,65929,243903,193232,30613
"C34:1 PC_C8p_QI25",3595836,575804,585369,15975646,1459637,4970901,3012792,196196,886882,92788,3489119,980770,229783,156933870,5452745,49244,383211,1179344,204295,128511,185904,125663,1417404,8927875,129290,795101,7696766,685193,1225584,448292,438127,459274,219884,107184,4796919,76938,190622,151401,302241,777065,255152,1659018,1605732,237021,1646440,367739,2994626
"C53:3 TAG_C8p_QI184",684499,113022,907941,1340732,2016031,32555,127264,50443,34491,219419,234361,42075,16923,20931,122049,12155,18887,50841,10772,23071,30850,6275,28751,60893,15361,23356,29652,11728,19389,58109,31904,175924,79900,27343,22894,270040,394483,371170,158971,25693,217616,17436,26644,167761,27316,14256,39356
"C54:2 TAG_C8p_QI195",13385486,5326911,21868882,46227044,40104736,179997,2990943,670911,48993,3976053,8001403,149419,631586,60213,1777665,12802,232701,1066749,232565,267917,480763,8710,284563,900884,6078,224399,44354,384593,67592,2297395,525483,2004716,875994,417060,242958,7594316,4791954,3250619,5694103,355742,5470976,32646,577737,1972290,121438,78808,139700
"NH4_C51:2 TAG_C8p_QI164",165803,34566,518842,1405425,609675,16214,47091,7765,24400,85146,45950,53877,11276,21171,36403,6254,17339,15850,3631,14222,2651,5370,10498,41916,9748,18673,15905,17318,10065,26936,24276,20770,86982,14063,36915,62783,40278,69093,72225,18741,27177,7376,8463,26609,37172,9748,15325
"NH4_C53:2 TAG_C8p_QI186",147472,53362,566449,6002490,936721,16769,51373,9881,32783,37777,90041,45143,18841,22551,34899,6806,19306,29044,10402,19437,15731,8741,22045,41200,14206,25902,34055,13674,6671,14305,19052,34884,102276,18094,29200,89536,79441,45855,75229,12012,56451,5935,16404,25101,50090,9578,21414
"NH4_C54:3 TAG_C8p_QI194",91482685,16189496,49467506,776372632,278145847,1208224,6695988,2450995,475307,9795460,30455131,728638,1002370,389834,3651865,143680,349493,3046983,768220,631357,1280621,167204,891592,932454,207392,1329812,500782,347540,245520,6474383,2142176,7054703,3012639,2355307,411951,31444379,39544766,10060745,24975980,1359750,12438021,280031,895312,12775354,1168822,295844,822095
"NH4_C54:2 TAG_C8p_QI196",5689961,1902124,12830109,214662378,24990550,310460,1366272,330997,185443,1273231,4114931,358142,354077,267134,856244,74156,243391,447683,152941,214691,453235,117743,279179,391361,142597,283808,443064,252756,204200,1005325,476021,736643,1074293,314505,267353,3511658,1936472,1282371,2495407,292820,1887928,141160,424563,780467,484720,109842,445096
"_C8p_QI9334",38774,135743,202794,874066,49068,649,117784,1714788,96880,543293,60839,571430,153100,218925,280610,3674063,625093,475275,7947919,225003,11101,616192,281765,3665637,3636116,810467,228267,136855,153494,233095,153712,222402,3244,31010,218937,249282,1097472,98469,6634,245814,906223,158161,221616,376547,19659,153429,39223
"_C8p_QI10506",38931,121607,155585,700708,49280,2280,130264,2032146,80248,645806,48769,600755,140952,257887,251817,4369115,402632,473083,10304573,161625,5790,767733,206461,4451877,4606277,849165,205490,97032,128450,270734,129538,161448,5240,25207,117546,137738,1334468,80582,4964,243877,777821,174073,150072,319240,16719,126333,28555
"_C8p_QI11665",44705,70220,105123,436352,60000,286,125547,2396891,45587,740527,31173,615177,75877,175875,99453,5116618,255102,188378,12384469,100341,2973,924620,139735,5252614,5442647,455313,188195,61739,84845,288918,111146,118132,5427,21581,58395,63211,1433145,45950,4942,81387,433597,183566,71226,274216,8084,67742,15813
"_C8p_QI12857",96067,64580,124767,402389,68812,3587,176010,2760586,160752,817888,22148,758295,126709,223816,194893,5666466,173792,334311,14731711,115788,6340,1159874,105899,6372689,6246965,585941,235182,51723,61707,357045,101970,144747,4822,24527,47677,44357,1701045,61111,17996,161301,408428,221903,56161,254214,44440,129573,17627
"_C8p_QI14043",44094,23896,56270,181782,72929,1831,130674,3178876,20757,943357,12516,799449,32360,203693,31199,6292225,116554,51784,17331339,32058,2378,1544958,50738,7067380,7246401,320007,201511,29086,38157,503050,97988,94478,597,36524,20205,12457,1946265,18319,3195,21431,211398,243101,18339,245855,1677,28154,2214
"_C8p_QI11666",23890,39737,106109,331137,41371,2106,97429,1706211,31152,645488,20141,444722,62501,111671,67389,4002212,207849,125220,8269932,78675,2512,807697,86048,3238186,3754361,334263,174447,59931,57913,241061,106169,84605,1627,17031,42991,47463,1154539,38286,3152,79392,571597,151309,59149,170333,6614,50238,9811
"_C8p_QI15633",213535,272733,180586,216138,242138,23029,225108,2818259,181077,1001470,83474,1477801,367078,280836,158687,2953084,443480,432388,5513703,686877,261444,1213934,230985,3345960,4823316,640897,386376,111005,154710,330556,82146,292967,1643,479362,151143,255228,2422930,17169,207762,245263,737370,459262,208722,122375,158008,214973,7527
"_C8p_QI12928",460577,2019031,360975,342191,448787,59050,207924,175170,940246,80850,132282,138268,153891,441,89220,84734,95391,2364710,95541,709327,224288,59061,124657,307452,88915,127112,458,1361306,114671,31200,266838,156111,541,214702,341823,193195,21060,75675,139280,125263,201511,169286,178337,40824,96337,62578,177021
"_C8p_QI2832",601909,179806,2866942,124496,245151,3728526,93177,1600984,115243,95841,327216,114191,89182,95574,572522,37105,56550,202441,39853,771790,111730,90907,118733,54236,31469,84678,211238,166397,112715,109890,129244,130389,2464044,155143,218774,107106,112467,139446,111605,532277,330563,145250,72369,362117,177542,220765,121086
